date,quarter_rial,mesghal_rial,usd_rial,quarter_toman,mesghal_toman,usd_toman,quarter_rial_per_g,mesghal_rial_per_g,RP,vol45,vol90,pos_layer2,pos_twolayer
2020-02-05,15400000,21990000,136730,1540000.0,2199000.0,13673.0,8420822.4,6768545.75,0.244111,,,,
2020-02-06,15400000,21990000,135060,1540000.0,2199000.0,13506.0,8420822.4,6768545.75,0.244111,,,,
2020-02-08,15600000,22400000,138890,1560000.0,2240000.0,13889.0,8530183.73,6894744.19,0.237201,,,,
2020-02-09,15900000,22510000,139590,1590000.0,2251000.0,13959.0,8694225.72,6928602.31,0.254831,,,,
2020-02-10,15900000,22510000,136040,1590000.0,2251000.0,13604.0,8694225.72,6928602.31,0.254831,,,,
2020-02-12,16100000,22420000,140430,1610000.0,2242000.0,14043.0,8803587.05,6900900.21,0.275716,,,,
2020-02-15,16300000,23080000,141860,1630000.0,2308000.0,14186.0,8912948.38,7104048.92,0.254629,,,,
2020-02-16,16290000,23240000,141620,1629000.0,2324000.0,14162.0,8907480.31,7153297.1,0.245227,,,,
2020-02-17,16600000,23460000,144030,1660000.0,2346000.0,14403.0,9076990.38,7221013.33,0.257024,,,,
2020-02-18,16700000,23730000,143490,1670000.0,2373000.0,14349.0,9131671.04,7304119.63,0.250208,,,,
2020-02-19,16900000,23780000,143930,1690000.0,2378000.0,14393.0,9241032.37,7319509.68,0.262521,,,,
2020-02-20,16900000,23780000,142030,1690000.0,2378000.0,14203.0,9241032.37,7319509.68,0.262521,,,,
2020-02-22,18600000,25950000,152550,1860000.0,2595000.0,15255.0,10170603.67,7987438.02,0.273325,,,,
2020-02-23,19000000,27230000,156090,1900000.0,2723000.0,15609.0,10389326.33,8381423.4,0.239566,,,,
2020-02-24,18650000,27220000,156290,1865000.0,2722000.0,15629.0,10197944.01,8378345.39,0.217179,,,,
2020-02-25,18640000,27050000,156390,1864000.0,2705000.0,15639.0,10192475.94,8326019.21,0.224172,,,,
2020-02-26,18550000,26890000,157090,1855000.0,2689000.0,15709.0,10143263.34,8276771.04,0.22551,,,,
2020-02-27,18550000,26890000,157010,1855000.0,2689000.0,15701.0,10143263.34,8276771.04,0.22551,,,,
2020-02-29,17800000,25960000,155060,1780000.0,2596000.0,15506.0,9733158.36,7990516.03,0.218089,,,,
2020-03-01,17600000,25680000,156990,1760000.0,2568000.0,15699.0,9623797.03,7904331.73,0.217535,,,,
2020-03-02,17400000,25920000,153130,1740000.0,2592000.0,15313.0,9514435.7,7978203.99,0.192554,,,,
2020-03-03,17600000,25890000,154360,1760000.0,2589000.0,15436.0,9623797.03,7968969.96,0.207659,,,,
2020-03-04,17500000,25930000,152710,1750000.0,2593000.0,15271.0,9569116.36,7981282.0,0.198945,,,,
2020-03-05,17500000,25930000,149950,1750000.0,2593000.0,14995.0,9569116.36,7981282.0,0.198945,,,,
2020-03-07,17700000,26120000,149960,1770000.0,2612000.0,14996.0,9678477.69,8039764.21,0.203826,,,,
2020-03-09,17500000,26310000,153890,1750000.0,2631000.0,15389.0,9569116.36,8098246.41,0.181628,,,,
2020-03-10,17500000,25690000,153990,1750000.0,2569000.0,15399.0,9569116.36,7907409.74,0.210146,,,,
2020-03-11,17400000,25590000,153900,1740000.0,2559000.0,15390.0,9514435.7,7876629.63,0.207932,,,,
2020-03-12,17400000,25590000,148510,1740000.0,2559000.0,14851.0,9514435.7,7876629.63,0.207932,,,,
2020-03-14,17430000,25940000,156570,1743000.0,2594000.0,15657.0,9530839.9,7984360.01,0.193689,,,,
2020-03-15,17540000,25550000,158370,1754000.0,2555000.0,15837.0,9590988.63,7864317.59,0.219558,,,,
2020-03-16,17500000,26350000,160690,1750000.0,2635000.0,16069.0,9569116.36,8110558.45,0.179834,,,,
2020-03-17,17580000,26130000,159920,1758000.0,2613000.0,15992.0,9612860.89,8042842.22,0.195207,,,,
2020-04-04,17950000,28340000,164190,1795000.0,2834000.0,16419.0,9815179.35,8723082.6,0.125196,,,,
2020-04-05,17900000,28300000,162950,1790000.0,2830000.0,16295.0,9787839.02,8710770.56,0.123648,,,,
2020-04-06,17900000,28100000,161390,1790000.0,2810000.0,16139.0,9787839.02,8649210.34,0.131645,,,,
2020-04-07,17820000,27400000,159650,1782000.0,2740000.0,15965.0,9744094.49,8433749.59,0.155369,,,,
2020-04-08,17820000,27400000,161060,1782000.0,2740000.0,16106.0,9744094.49,8433749.59,0.155369,,,,
2020-04-11,18900000,27870000,162240,1890000.0,2787000.0,16224.0,10334645.67,8578416.1,0.204727,,,,
2020-04-12,18800000,27760000,161090,1880000.0,2776000.0,16109.0,10279965.0,8544557.98,0.203101,,,,
2020-04-13,18800000,27730000,160280,1880000.0,2773000.0,16028.0,10279965.0,8535323.94,0.204402,,,,
2020-04-15,18800000,27230000,159690,1880000.0,2723000.0,15969.0,10279965.0,8381423.4,0.226518,,,,
2020-04-16,18800000,27230000,155000,1880000.0,2723000.0,15500.0,10279965.0,8381423.4,0.226518,,,,
2020-04-18,18800000,26440000,154390,1880000.0,2644000.0,15439.0,10279965.0,8138260.55,0.263165,,,,
2020-04-19,18720000,26500000,154420,1872000.0,2650000.0,15442.0,10236220.47,8156728.62,0.254942,,,,
2020-04-20,18700000,27150000,160890,1870000.0,2715000.0,16089.0,10225284.34,8356799.32,0.223589,,,,
2020-04-21,18700000,28350000,163080,1870000.0,2835000.0,16308.0,10225284.34,8726160.61,0.171796,0.024121,,QUARTER,QUARTER
2020-04-22,18900000,27950000,162690,1890000.0,2795000.0,16269.0,10334645.67,8603040.18,0.201278,0.02422,,QUARTER,QUARTER
2020-04-23,18900000,27950000,155030,1890000.0,2795000.0,15503.0,10334645.67,8603040.18,0.201278,0.024233,,QUARTER,QUARTER
2020-04-25,18740000,27550000,161520,1874000.0,2755000.0,16152.0,10247156.61,8479919.75,0.208403,0.024391,,QUARTER,QUARTER
2020-04-27,18600000,27650000,160790,1860000.0,2765000.0,16079.0,10170603.67,8510699.86,0.195037,0.024356,,QUARTER,QUARTER
2020-04-28,18530000,27750000,162410,1853000.0,2775000.0,16241.0,10132327.21,8541479.97,0.18625,0.024075,,QUARTER,QUARTER
2020-04-29,18570000,27720000,161420,1857000.0,2772000.0,16142.0,10154199.48,8532245.93,0.190097,0.024085,,QUARTER,QUARTER
2020-05-02,18490000,27730000,160790,1849000.0,2773000.0,16079.0,10110454.94,8535323.94,0.184543,0.024078,,QUARTER,QUARTER
2020-05-03,18800000,27970000,161390,1880000.0,2797000.0,16139.0,10279965.0,8609196.2,0.194068,0.024062,,QUARTER,QUARTER
2020-05-04,18800000,27950000,161420,1880000.0,2795000.0,16142.0,10279965.0,8603040.18,0.194922,0.02407,,QUARTER,QUARTER
2020-05-05,18900000,28100000,161380,1890000.0,2810000.0,16138.0,10334645.67,8649210.34,0.194866,0.024064,,QUARTER,QUARTER
2020-05-06,18930000,28250000,162890,1893000.0,2825000.0,16289.0,10351049.87,8695380.51,0.190408,0.020157,,QUARTER,QUARTER
2020-05-07,18930000,28250000,157000,1893000.0,2825000.0,15700.0,10351049.87,8695380.51,0.190408,0.018857,,QUARTER,QUARTER
2020-05-09,19600000,28900000,164920,1960000.0,2890000.0,16492.0,10717410.32,8895451.21,0.204819,0.019133,,QUARTER,QUARTER
2020-05-10,20000000,29270000,168420,2000000.0,2927000.0,16842.0,10936132.98,9009337.61,0.213866,0.019167,,QUARTER,QUARTER
2020-05-11,20400000,29740000,170210,2040000.0,2974000.0,17021.0,11154855.64,9154004.11,0.218577,0.019241,,QUARTER,QUARTER
2020-05-12,20300000,29800000,171080,2030000.0,2980000.0,17108.0,11100174.98,9172472.18,0.210162,0.019237,,QUARTER,QUARTER
2020-05-13,20640000,29670000,168610,2064000.0,2967000.0,16861.0,11286089.24,9132458.04,0.235822,0.018443,,QUARTER,QUARTER
2020-05-16,20980000,31010000,169110,2098000.0,3101000.0,16911.0,11472003.5,9544911.49,0.201897,0.019327,,QUARTER,QUARTER
2020-05-17,20980000,31210000,175780,2098000.0,3121000.0,17578.0,11472003.5,9606471.7,0.194195,0.019315,,QUARTER,QUARTER
2020-05-18,21140000,32110000,176910,2114000.0,3211000.0,17691.0,11559492.56,9883492.67,0.169576,0.01963,,QUARTER,QUARTER
2020-05-19,22100000,32160000,178910,2210000.0,3216000.0,17891.0,12084426.95,9898882.73,0.220787,0.01963,,QUARTER,QUARTER
2020-05-20,21500000,31910000,177010,2150000.0,3191000.0,17701.0,11756342.96,9821932.46,0.196948,0.019707,,QUARTER,QUARTER
2020-05-21,21500000,31910000,173050,2150000.0,3191000.0,17305.0,11756342.96,9821932.46,0.196948,0.019716,,QUARTER,QUARTER
2020-05-26,20700000,30210000,173780,2070000.0,3021000.0,17378.0,11318897.64,9298670.62,0.21726,0.021478,,QUARTER,QUARTER
2020-05-27,20730000,31170000,175710,2073000.0,3117000.0,17571.0,11335301.84,9594159.66,0.181479,0.021489,,QUARTER,QUARTER
2020-05-30,20300000,31180000,176010,2030000.0,3118000.0,17601.0,11100174.98,9597237.67,0.156601,0.021461,,QUARTER,QUARTER
2020-05-31,20400000,31470000,177020,2040000.0,3147000.0,17702.0,11154855.64,9686499.98,0.151588,0.02146,,QUARTER,QUARTER
2020-06-01,20360000,31458000,177120,2036000.0,3145800.0,17712.0,11132983.38,9682806.37,0.149768,0.021432,,QUARTER,QUARTER
2020-06-06,20000000,30840000,176810,2000000.0,3084000.0,17681.0,10936132.98,9492585.3,0.152071,0.021536,,QUARTER,QUARTER
2020-06-07,19900000,30750000,176110,1990000.0,3075000.0,17611.0,10881452.32,9464883.21,0.149666,0.021174,,QUARTER,QUARTER
2020-06-08,20400000,31460000,177910,2040000.0,3146000.0,17791.0,11154855.64,9683421.97,0.151954,0.021285,,QUARTER,QUARTER
2020-06-09,20700000,31820000,179880,2070000.0,3182000.0,17988.0,11318897.64,9794230.36,0.15567,0.017564,,QUARTER,QUARTER
2020-06-10,20620000,32100000,179800,2062000.0,3210000.0,17980.0,11275153.11,9880414.66,0.141162,0.017575,,QUARTER,QUARTER
2020-06-13,20300000,32160000,179480,2030000.0,3216000.0,17948.0,11100174.98,9898882.73,0.121356,0.017511,,QUARTER,QUARTER
2020-06-14,20400000,32090000,182910,2040000.0,3209000.0,18291.0,11154855.64,9877336.65,0.129338,0.017015,,QUARTER,QUARTER
2020-06-15,20900000,32790000,185710,2090000.0,3279000.0,18571.0,11428258.97,10092797.41,0.132318,0.017213,,QUARTER,QUARTER
2020-06-16,20900000,32790000,185670,2090000.0,3279000.0,18567.0,11428258.97,10092797.41,0.132318,0.017111,,QUARTER,QUARTER
2020-06-18,21200000,33170000,183500,2120000.0,3317000.0,18350.0,11592300.96,10209761.82,0.135413,0.017108,,QUARTER,QUARTER
2020-06-20,22500000,34770000,194800,2250000.0,3477000.0,19480.0,12303149.61,10702243.55,0.149586,0.01828,,QUARTER,QUARTER
2020-06-21,23000000,35560000,197800,2300000.0,3556000.0,19780.0,12576552.93,10945406.4,0.149026,0.018115,,QUARTER,QUARTER
2020-06-22,24100000,36580000,201000,2410000.0,3658000.0,20100.0,13178040.24,11259363.5,0.170407,0.018391,,QUARTER,QUARTER
2020-06-23,24200000,36210000,194580,2420000.0,3621000.0,19458.0,13232720.91,11145477.1,0.187273,0.017775,,QUARTER,QUARTER
2020-06-24,24000000,35190000,191480,2400000.0,3519000.0,19148.0,13123359.58,10831520.0,0.21159,0.018513,,QUARTER,QUARTER
2020-06-25,24000000,35190000,188430,2400000.0,3519000.0,18843.0,13123359.58,10831520.0,0.21159,0.018334,,QUARTER,QUARTER
2020-06-27,24500000,37060000,202170,2450000.0,3706000.0,20217.0,13396762.9,11407108.02,0.174422,0.01879,0.021621,QUARTER,QUARTER
2020-06-28,24400000,37120000,202200,2440000.0,3712000.0,20220.0,13342082.24,11425576.08,0.167738,0.018555,0.021584,QUARTER,QUARTER
2020-06-29,25400000,37860000,205300,2540000.0,3786000.0,20530.0,13888888.89,11653348.88,0.191837,0.018632,0.021634,QUARTER,QUARTER
2020-06-30,25800000,37490000,205770,2580000.0,3749000.0,20577.0,14107611.55,11539462.48,0.222554,0.018529,0.021689,QUARTER,QUARTER
2020-07-01,28400000,38621000,208400,2840000.0,3862100.0,20840.0,15529308.84,11887585.51,0.306347,0.018831,0.02181,QUARTER,QUARTER
2020-07-04,30000000,40290000,223010,3000000.0,4029000.0,22301.0,16404199.48,12401305.51,0.32278,0.019535,0.02202,QUARTER,QUARTER
2020-07-05,29700000,40250000,217810,2970000.0,4025000.0,21781.0,16240157.48,12388993.46,0.310854,0.019534,0.022033,QUARTER,QUARTER
2020-07-06,30500000,40650000,220980,3050000.0,4065000.0,22098.0,16677602.8,12512113.9,0.332916,0.019496,0.022034,QUARTER,QUARTER
2020-07-07,30800000,41520000,224700,3080000.0,4152000.0,22470.0,16841644.79,12779900.84,0.317823,0.019586,0.022084,QUARTER,QUARTER
2020-07-08,31200000,41880000,225680,3120000.0,4188000.0,22568.0,17060367.45,12890709.22,0.323462,0.019531,0.02208,QUARTER,QUARTER
2020-07-11,30480000,41840000,227010,3048000.0,4184000.0,22701.0,16666666.67,12878397.18,0.294157,0.019581,0.022084,QUARTER,QUARTER
2020-07-12,31500000,42740000,234280,3150000.0,4274000.0,23428.0,17224409.45,13155418.15,0.309302,0.019657,0.020245,QUARTER,QUARTER
2020-07-13,31500000,43120000,236300,3150000.0,4312000.0,23630.0,17224409.45,13272382.56,0.297763,0.019606,0.019715,QUARTER,QUARTER
2020-07-14,32300000,44110000,238970,3230000.0,4411000.0,23897.0,17661854.77,13577105.63,0.300856,0.019605,0.019791,QUARTER,QUARTER
2020-07-15,32410000,44900000,241370,3241000.0,4490000.0,24137.0,17722003.5,13820268.49,0.28232,0.019638,0.019793,QUARTER,QUARTER
2020-07-18,35000000,45840000,245480,3500000.0,4584000.0,24548.0,19138232.72,14109601.5,0.356398,0.019686,0.019816,QUARTER,QUARTER
2020-07-19,33200000,42480000,229000,3320000.0,4248000.0,22900.0,18153980.75,13075389.87,0.388408,0.023174,0.021487,QUARTER,QUARTER
2020-07-20,31500000,41150000,219010,3150000.0,4115000.0,21901.0,17224409.45,12666014.44,0.359892,0.023829,0.021422,QUARTER,QUARTER
2020-07-21,31200000,40100000,218000,3120000.0,4010000.0,21800.0,17060367.45,12342823.3,0.382209,0.023628,0.021601,QUARTER,QUARTER
2020-07-22,31500000,41270000,218380,3150000.0,4127000.0,21838.0,17224409.45,12702950.57,0.355938,0.023874,0.021742,QUARTER,QUARTER
2020-07-25,32500000,44050000,230970,3250000.0,4405000.0,23097.0,17771216.1,13558637.57,0.310693,0.025307,0.022678,QUARTER,QUARTER
2020-07-26,33000000,46070000,233500,3300000.0,4607000.0,23350.0,18044619.42,14180395.75,0.272505,0.025916,0.02305,QUARTER,QUARTER
2020-07-27,33300000,46110000,234500,3330000.0,4611000.0,23450.0,18208661.42,14192707.79,0.282959,0.025827,0.023048,QUARTER,QUARTER
2020-07-28,33000000,46540000,234310,3300000.0,4654000.0,23431.0,18044619.42,14325062.26,0.259654,0.025795,0.023049,QUARTER,QUARTER
2020-07-29,33100000,46950000,235470,3310000.0,4695000.0,23547.0,18099300.09,14451260.7,0.252437,0.024042,0.02305,QUARTER,QUARTER
2020-08-01,32500000,46410000,232200,3250000.0,4641000.0,23220.0,17771216.1,14285048.12,0.244043,0.024022,0.022909,QUARTER,QUARTER
2020-08-02,32700000,46590000,232710,3270000.0,4659000.0,23271.0,17880577.43,14340452.31,0.246863,0.023999,0.022883,QUARTER,QUARTER
2020-08-03,31700000,46730000,232810,3170000.0,4673000.0,23281.0,17333770.78,14383544.46,0.205111,0.024016,0.022875,QUARTER,QUARTER
2020-08-04,32500000,48080000,234910,3250000.0,4808000.0,23491.0,17771216.1,14799075.92,0.200833,0.024146,0.022979,QUARTER,QUARTER
2020-08-05,32800000,48890000,236600,3280000.0,4889000.0,23660.0,17935258.09,15048394.79,0.191839,0.023755,0.02288,QUARTER,QUARTER
2020-08-06,32800000,48890000,230020,3280000.0,4889000.0,23002.0,17935258.09,15048394.79,0.191839,0.023722,0.022753,QUARTER,QUARTER
2020-08-09,31000000,44820000,220510,3100000.0,4482000.0,22051.0,16951006.12,13795644.4,0.228722,0.027378,0.0246,QUARTER,QUARTER
2020-08-10,30000000,44690000,222170,3000000.0,4469000.0,22217.0,16404199.48,13755630.26,0.192544,0.027423,0.023175,QUARTER,QUARTER
2020-08-11,30000000,43930000,222470,3000000.0,4393000.0,22247.0,16404199.48,13521701.44,0.213176,0.027668,0.023283,QUARTER,QUARTER
2020-08-12,30500000,44400000,224470,3050000.0,4440000.0,22447.0,16677602.8,13666367.95,0.220339,0.02766,0.023254,QUARTER,QUARTER
2020-08-13,30500000,44400000,220500,3050000.0,4440000.0,22050.0,16677602.8,13666367.95,0.220339,0.027645,0.023039,QUARTER,QUARTER
2020-08-15,30500000,44970000,224510,3050000.0,4497000.0,22451.0,16677602.8,13841814.56,0.204871,0.027574,0.023043,QUARTER,QUARTER
2020-08-16,30500000,46180000,231970,3050000.0,4618000.0,23197.0,16677602.8,14214253.87,0.173301,0.027698,0.023119,QUARTER,QUARTER
2020-08-17,31000000,45900000,227370,3100000.0,4590000.0,22737.0,16951006.12,14128069.57,0.19981,0.027769,0.02313,QUARTER,QUARTER
2020-08-18,31000000,45370000,227000,3100000.0,4537000.0,22700.0,16951006.12,13964934.99,0.213826,0.02722,0.023191,QUARTER,QUARTER
2020-08-19,30500000,45590000,230980,3050000.0,4559000.0,23098.0,16677602.8,14032651.23,0.188486,0.027108,0.023054,QUARTER,QUARTER
2020-08-20,30500000,45590000,225020,3050000.0,4559000.0,22502.0,16677602.8,14032651.23,0.188486,0.026901,0.023054,QUARTER,QUARTER
2020-08-22,30000000,45100000,229370,3000000.0,4510000.0,22937.0,16404199.48,13881828.7,0.181703,0.026909,0.022824,QUARTER,QUARTER
2020-08-23,29980000,45480000,231180,2998000.0,4548000.0,23118.0,16393263.34,13998793.11,0.171048,0.026436,0.022822,QUARTER,QUARTER
2020-08-24,30500000,45570000,234610,3050000.0,4557000.0,23461.0,16677602.8,14026495.21,0.189007,0.026427,0.022744,QUARTER,QUARTER
2020-08-25,30000000,45880000,235300,3000000.0,4588000.0,23530.0,16404199.48,14121913.54,0.161613,0.02546,0.022381,QUARTER,QUARTER
2020-08-26,30500000,45990000,234200,3050000.0,4599000.0,23420.0,16677602.8,14155771.66,0.178149,0.025458,0.022286,QUARTER,QUARTER
2020-08-27,30500000,45990000,231020,3050000.0,4599000.0,23102.0,16677602.8,14155771.66,0.178149,0.025369,0.022286,QUARTER,QUARTER
2020-08-31,31700000,48350000,243600,3170000.0,4835000.0,24360.0,17333770.78,14882182.21,0.164733,0.026182,0.022686,QUARTER,QUARTER
2020-09-01,32000000,47910000,244270,3200000.0,4791000.0,24427.0,17497812.77,14746749.74,0.186554,0.026016,0.022744,QUARTER,QUARTER
2020-09-02,31700000,47793000,243100,3170000.0,4779300.0,24310.0,17333770.78,14710737.01,0.178307,0.025394,0.022761,QUARTER,QUARTER
2020-09-05,32050000,47510000,246680,3205000.0,4751000.0,24668.0,17525153.11,14623629.3,0.198413,0.025427,0.022784,QUARTER,QUARTER
2020-09-06,31800000,47690000,246680,3180000.0,4769000.0,24668.0,17388451.44,14679033.5,0.184577,0.025411,0.022777,QUARTER,QUARTER
2020-09-07,32500000,48630000,251210,3250000.0,4863000.0,25121.0,17771216.1,14968366.51,0.187252,0.025387,0.022819,QUARTER,QUARTER
2020-09-08,33000000,49560000,254690,3300000.0,4956000.0,25469.0,18044619.42,15254621.52,0.182895,0.025477,0.022845,QUARTER,QUARTER
2020-09-09,34000000,50010000,253710,3400000.0,5001000.0,25371.0,18591426.07,15393132.0,0.207774,0.025476,0.022846,QUARTER,QUARTER
2020-09-12,37000000,51880000,268420,3700000.0,5188000.0,26842.0,20231846.02,15968720.02,0.266967,0.02582,0.023071,QUARTER,QUARTER
2020-09-13,37500000,51060000,264520,3750000.0,5106000.0,26452.0,20505249.34,15716323.14,0.30471,0.025986,0.023183,QUARTER,QUARTER
2020-09-14,38000000,52800000,268920,3800000.0,5280000.0,26892.0,20778652.67,16251897.02,0.278537,0.026216,0.023298,QUARTER,QUARTER
2020-09-15,38000000,53190000,269020,3800000.0,5319000.0,26902.0,20778652.67,16371939.44,0.269163,0.026141,0.02329,QUARTER,QUARTER
2020-09-16,38000000,52600000,268850,3800000.0,5260000.0,26885.0,20778652.67,16190336.8,0.283398,0.026109,0.023345,QUARTER,QUARTER
2020-09-19,39000000,54110000,272480,3900000.0,5411000.0,27248.0,21325459.32,16655116.43,0.280415,0.023665,0.023454,QUARTER,QUARTER
2020-09-20,39250000,53110000,271860,3925000.0,5311000.0,27186.0,21462160.98,16347315.35,0.312886,0.023292,0.023576,QUARTER,QUARTER
2020-09-21,39500000,53540000,274970,3950000.0,5354000.0,27497.0,21598862.64,16479669.82,0.310637,0.022804,0.023223,QUARTER,QUARTER
2020-09-22,40000000,54010000,280930,4000000.0,5401000.0,28093.0,21872265.97,16624336.32,0.315678,0.022555,0.023224,QUARTER,QUARTER
2020-09-23,40000000,54066000,287440,4000000.0,5406600.0,28744.0,21872265.97,16641573.18,0.314315,0.020595,0.023108,QUARTER,QUARTER
2020-09-26,43500000,54420000,291240,4350000.0,5442000.0,29124.0,23786089.24,16750534.77,0.42002,0.019646,0.023103,QUARTER,QUARTER
2020-09-27,44500000,54810000,295300,4450000.0,5481000.0,29530.0,24332895.89,16870577.19,0.442327,0.019646,0.023056,QUARTER,QUARTER
2020-09-28,47000000,56010000,294240,4700000.0,5601000.0,29424.0,25699912.51,17239938.48,0.49072,0.019808,0.023104,QUARTER,QUARTER
2020-09-29,50000000,57370000,297730,5000000.0,5737000.0,29773.0,27340332.46,17658547.95,0.548277,0.020016,0.022289,QUARTER,QUARTER
2020-09-30,52500000,58530000,299730,5250000.0,5853000.0,29973.0,28707349.08,18015597.2,0.593472,0.019993,0.022181,QUARTER,QUARTER
2020-10-01,52500000,58530000,289040,5250000.0,5853000.0,28904.0,28707349.08,18015597.2,0.593472,0.020007,0.022182,QUARTER,QUARTER
2020-10-03,48800000,56340000,285030,4880000.0,5634000.0,28503.0,26684164.48,17341512.84,0.538745,0.020974,0.02267,QUARTER,QUARTER
2020-10-04,51000000,57990000,294210,5100000.0,5799000.0,29421.0,27887139.11,17849384.62,0.562359,0.020984,0.022779,QUARTER,QUARTER
2020-10-05,52000000,59160000,295960,5200000.0,5916000.0,29596.0,28433945.76,18209511.88,0.561489,0.021034,0.022642,QUARTER,QUARTER
2020-10-06,51600000,58740000,296740,5160000.0,5874000.0,29674.0,28215223.1,18080235.43,0.560556,0.021093,0.022668,QUARTER,QUARTER
2020-10-07,51600000,58740000,292020,5160000.0,5874000.0,29202.0,28215223.1,18080235.43,0.560556,0.016478,0.02262,QUARTER,QUARTER
2020-10-10,57500000,62760000,308810,5750000.0,6276000.0,30881.0,31441382.33,19317595.77,0.627603,0.018798,0.02351,MESGHAL,MESGHAL
2020-10-11,58500000,63860000,314460,5850000.0,6386000.0,31446.0,31988188.98,19656176.96,0.627386,0.018474,0.023532,MESGHAL,MESGHAL
2020-10-12,59500000,63890000,318020,5950000.0,6389000.0,31802.0,32534995.63,19665410.99,0.654427,0.018509,0.023536,MESGHAL,MESGHAL
2020-10-13,60000000,63430000,317330,6000000.0,6343000.0,31733.0,32808398.95,19523822.5,0.680429,0.018611,0.023566,MESGHAL,MESGHAL
2020-10-14,60370000,64675000,318526,6037000.0,6467500.0,31852.6,33010717.41,19907034.84,0.658244,0.018676,0.023553,MESGHAL,MESGHAL
2020-10-18,57000000,60890000,303540,5700000.0,6089000.0,30354.0,31167979.0,18742007.75,0.663001,0.020896,0.024547,MESGHAL,MESGHAL
2020-10-19,50000000,56000000,266980,5000000.0,5600000.0,26698.0,27340332.46,17236860.47,0.586155,0.024443,0.0262,MESGHAL,MESGHAL
2020-10-20,50200000,55810000,294020,5020000.0,5581000.0,29402.0,27449693.79,17178378.27,0.597921,0.024352,0.025835,MESGHAL,MESGHAL
2020-10-21,52000000,58790000,296440,5200000.0,5879000.0,29644.0,28433945.76,18095625.48,0.571316,0.025379,0.026258,MESGHAL,MESGHAL
2020-10-22,52000000,58790000,293750,5200000.0,5879000.0,29375.0,28433945.76,18095625.48,0.571316,0.025379,0.026154,MESGHAL,MESGHAL
2020-10-24,51000000,56990000,290000,5100000.0,5699000.0,29000.0,27887139.11,17541583.54,0.589773,0.025835,0.026378,MESGHAL,MESGHAL
2020-10-26,52000000,55540000,286980,5200000.0,5554000.0,28698.0,28433945.76,17095271.98,0.663264,0.026231,0.026341,MESGHAL,MESGHAL
2020-10-27,50000000,54270000,285440,5000000.0,5427000.0,28544.0,27340332.46,16704364.6,0.636718,0.026544,0.026502,MESGHAL,MESGHAL
2020-10-28,49500000,53780000,280960,4950000.0,5378000.0,28096.0,27066929.13,16553542.07,0.635114,0.026612,0.026049,MESGHAL,MESGHAL
2020-10-29,49500000,53780000,277500,4950000.0,5378000.0,27750.0,27066929.13,16553542.07,0.635114,0.026618,0.026052,MESGHAL,MESGHAL
2020-10-31,50000000,53570000,276960,5000000.0,5357000.0,27696.0,27340332.46,16488903.85,0.658105,0.026636,0.026014,MESGHAL,MESGHAL
2020-11-01,52000000,56980000,289940,5200000.0,5698000.0,28994.0,28433945.76,17538505.53,0.62123,0.027183,0.026705,MESGHAL,MESGHAL
2020-11-02,52000000,56980000,282420,5200000.0,5698000.0,28242.0,28433945.76,17538505.53,0.62123,0.027118,0.026577,MESGHAL,MESGHAL
2020-11-04,48550000,49554000,259431,4855000.0,4955400.0,25943.1,26547462.82,15252774.71,0.740501,0.033595,0.02981,MESGHAL,MESGHAL
2020-11-07,48000000,50480000,251960,4800000.0,5048000.0,25196.0,26246719.16,15537798.51,0.689217,0.033672,0.029854,MESGHAL,MESGHAL
2020-11-08,49000000,52980000,267260,4900000.0,5298000.0,26726.0,26793525.81,16307301.21,0.643039,0.034395,0.030242,MESGHAL,USD
2020-11-09,50000000,53020000,275990,5000000.0,5302000.0,27599.0,27340332.46,16319613.25,0.675305,0.034303,0.030183,MESGHAL,USD
2020-11-10,49500000,52790000,272970,4950000.0,5279000.0,27297.0,27066929.13,16248819.01,0.665778,0.034225,0.030188,MESGHAL,USD
2020-11-11,48500000,52570000,273010,4850000.0,5257000.0,27301.0,26520122.48,16181102.77,0.638956,0.03422,0.030195,MESGHAL,USD
2020-11-12,48500000,52570000,268520,4850000.0,5257000.0,26852.0,26520122.48,16181102.77,0.638956,0.033795,0.030132,MESGHAL,USD
2020-11-14,45500000,50310000,285550,4550000.0,5031000.0,28555.0,24879702.54,15485472.33,0.606648,0.034327,0.030504,MESGHAL,USD
2020-11-15,46000000,50670000,260050,4600000.0,5067000.0,26005.0,25153105.86,15596280.72,0.612763,0.033965,0.030429,MESGHAL,USD
2020-11-16,45500000,50270000,262770,4550000.0,5027000.0,26277.0,24879702.54,15473160.28,0.607926,0.033963,0.030399,MESGHAL,USD
2020-11-17,43500000,48550000,260480,4350000.0,4855000.0,26048.0,23786089.24,14943742.43,0.591709,0.03429,0.030561,MESGHAL,USD
2020-11-18,43000000,48170000,259510,4300000.0,4817000.0,25951.0,23512685.91,14826778.02,0.585826,0.034005,0.029544,MESGHAL,USD
2020-11-19,43000000,48170000,256200,4300000.0,4817000.0,25620.0,23512685.91,14826778.02,0.585826,0.033914,0.029335,MESGHAL,USD
2020-11-21,43000000,48960000,258050,4300000.0,4896000.0,25805.0,23512685.91,15069940.87,0.560237,0.033989,0.029224,MESGHAL,USD
2020-11-22,42850000,48200000,259020,4285000.0,4820000.0,25902.0,23430664.92,14836012.05,0.57931,0.034016,0.029149,MESGHAL,USD
