2022-10-25,58920000
2022-10-24,58390000
2022-10-23,57910000
2022-10-22,58110000
2022-10-20,58110000
2022-10-19,58110000
2022-10-18,58020000
2022-10-17,58250000
2022-10-16,58410000
2022-10-15,58680000
2022-10-13,58930000
2022-10-12,58930000
2022-10-11,58970000
2022-10-10,58850000
2022-10-09,58640000
2022-10-08,58550000
2022-10-05,59783000
2022-10-04,60610000
2022-10-03,60610000
2022-10-02,60360000
2022-10-01,59680000
2022-09-29,57600000
2022-09-28,57600000
2022-09-25,56965000
2022-09-24,56830000
2022-09-22,57750000
2022-09-21,57750000
2022-09-20,57240000
2022-09-19,56650000
2022-09-18,56580000
2022-09-15,57340000
2022-09-14,57340000
2022-09-13,57380000
2022-09-12,57940000
2022-09-11,57390000
2022-09-10,56840000
2022-09-08,55580000
2022-09-07,55580000
2022-09-06,55300000
2022-09-05,55290000
2022-09-04,55330000
2022-09-03,55600000
2022-09-01,54430000
2022-08-31,54430000
2022-08-30,54930000
2022-08-29,54820000
2022-08-28,54800000
2022-08-27,54390000
2022-08-25,55640000
2022-08-24,55640000
2022-08-23,54140000
2022-08-22,54190000
2022-08-21,53470000
2022-08-20,53480000
2022-08-18,55230000
2022-08-17,55230000
2022-08-16,55590000
2022-08-15,56420000
2022-08-14,56380000
2022-08-13,57520000
