2022-08-03,315154
2022-08-02,311750
2022-08-01,316490
2022-07-31,317030
2022-07-30,317760
2022-07-27,319239
2022-07-26,320050
2022-07-25,319630
2022-07-24,318480
2022-07-23,320470
2022-07-20,318830
2022-07-19,318000
2022-07-16,318885
2022-07-13,322036
2022-07-12,316030
2022-07-11,316080
2022-07-08,315343
2022-07-06,314038
2022-07-05,315330
2022-07-04,314150
2022-07-03,318200
2022-07-02,321890
2022-06-29,321439
2022-06-28,311750
2022-06-27,307260
2022-06-26,305120
2022-06-25,313420
2022-06-22,317277
2022-06-21,319780
2022-06-20,316850
2022-06-19,317100
2022-06-18,316800
2022-06-15,317768
2022-06-14,315680
2022-06-13,321360
2022-06-12,326640
2022-06-11,329400
2022-06-08,321300
2022-06-07,317030
2022-06-06,317910
2022-06-01,312934
2022-05-31,315180
2022-05-30,310030
2022-05-29,308360
2022-05-28,305660
2022-05-25,303677
2022-05-24,301240
2022-05-23,301870
2022-05-22,302440
2022-05-21,303230
2022-05-18,299560
2022-05-17,301120
2022-05-16,302320
2022-05-15,305340
2022-05-14,305670
2022-05-12,255900
2022-05-11,255800
2022-05-09,275432
2022-05-08,285460
2022-05-07,283650
2022-05-05,280560
2022-05-02,280210
2022-05-01,282540
2022-04-30,281580
2022-04-28,279800
