2020-11-16,262770
2020-11-15,260050
2020-11-14,285550
2020-11-12,268520
2020-11-11,273010
2020-11-10,272970
2020-11-09,275990
2020-11-08,267260
2020-11-07,251960
2020-11-04,259431
2020-11-02,282420
2020-11-01,289940
2020-10-31,276960
2020-10-29,277500
2020-10-28,280960
2020-10-27,285440
2020-10-26,286980
2020-10-24,290000
2020-10-22,293750
2020-10-21,296440
2020-10-20,294020
2020-10-19,266980
2020-10-18,303540
2020-10-14,318526
2020-10-13,317330
2020-10-12,318020
2020-10-11,314460
2020-10-10,308810
2020-10-07,292020
2020-10-06,296740
2020-10-05,295960
2020-10-04,294210
2020-10-03,285030
2020-10-01,289040
2020-09-30,299730
2020-09-29,297730
2020-09-28,294240
2020-09-27,295300
2020-09-26,291240
2020-09-24,277970
2020-09-23,287440
2020-09-22,280930
2020-09-21,274970
2020-09-20,271860
2020-09-19,272480
2020-09-17,267970
2020-09-16,268850
2020-09-15,269020
2020-09-14,268920
2020-09-13,264520
2020-09-12,268420
2020-09-09,253710
2020-09-08,254690
2020-09-07,251210
2020-09-06,246680
2020-09-05,246680
2020-09-02,243100
2020-09-01,244270
