2021-01-28,232110
2021-01-27,239650
2021-01-26,238030
2021-01-25,234310
2021-01-24,233540
2021-01-23,234620
2021-01-21,226550
2021-01-20,227870
2021-01-19,226450
2021-01-18,219830
2021-01-16,229470
2021-01-14,239530
2021-01-13,238540
2021-01-12,244430
2021-01-11,249180
2021-01-10,248740
2021-01-09,248770
2021-01-07,255510
2021-01-06,254850
2021-01-05,258530
2021-01-04,260980
2021-01-03,258980
2021-01-02,257140
2020-12-30,256294
2020-12-29,257350
2020-12-28,257150
2020-12-27,257440
2020-12-26,257740
2020-12-24,258620
2020-12-23,259120
2020-12-22,259280
2020-12-21,256820
2020-12-20,256040
2020-12-19,255440
2020-12-17,258020
2020-12-16,260210
2020-12-15,257760
2020-12-14,259960
2020-12-13,258540
2020-12-12,258760
2020-12-10,260650
2020-12-09,261150
2020-12-08,262680
2020-12-07,259260
2020-12-06,258210
2020-12-05,258640
2020-12-02,257861
2020-12-01,258460
2020-11-30,262480
2020-11-29,254540
2020-11-28,251490
2020-11-26,247570
2020-11-25,246960
2020-11-24,249470
2020-11-23,253030
2020-11-22,259020
2020-11-21,258050
2020-11-19,256200
2020-11-18,259510
2020-11-17,260480
