2021-11-28,38500000
2021-11-27,37950000
2021-11-25,37850000
2021-11-24,37850000
2021-11-23,38000000
2021-11-22,37000000
2021-11-21,37070000
2021-11-20,37000000
2021-11-18,37000000
2021-11-17,37000000
2021-11-16,37300000
2021-11-15,37700000
2021-11-14,38000000
2021-11-13,38300000
2021-11-11,38500000
2021-11-10,38500000
2021-11-09,37500000
2021-11-08,37100000
2021-11-07,37000000
2021-11-06,36620000
2021-11-04,35800000
2021-11-03,35800000
2021-11-02,35900000
2021-11-01,35850000
2021-10-31,35940000
2021-10-30,35860000
2021-10-28,35600000
2021-10-27,35600000
2021-10-26,35800000
2021-10-25,35500000
2021-10-23,35500000
2021-10-21,35000000
2021-10-20,35000000
2021-10-19,34900000
2021-10-18,35000000
2021-10-17,34700000
2021-10-16,34880000
2021-10-14,35000000
2021-10-13,35000000
2021-10-12,34730000
2021-10-11,35450000
2021-10-09,35450000
2021-10-06,35750000
2021-10-04,35900000
2021-10-03,35900000
2021-10-02,35870000
2021-09-30,36020000
2021-09-29,36000000
2021-09-28,35500000
2021-09-26,35090000
2021-09-25,35000000
2021-09-23,35000000
2021-09-22,34800000
2021-09-21,34700000
2021-09-20,34700000
2021-09-19,35080000
2021-09-18,35000000
2021-09-16,35500000
2021-09-15,35500000
2021-09-14,35680000
