2023-05-25,514320
2023-05-24,516190
2023-05-23,515040
2023-05-22,522510
2023-05-21,523310
2023-05-20,518530
2023-05-18,510980
2023-05-17,512090
2023-05-15,515020
2023-05-14,521060
2023-05-13,513810
2023-05-11,530360
2023-05-10,530410
2023-05-09,529510
2023-05-08,531720
2023-05-07,535870
2023-05-06,527520
2023-05-04,536840
2023-05-03,541800
2023-05-02,540200
2023-05-01,546450
2023-04-30,557350
2023-04-29,549090
2023-04-27,532830
2023-04-26,535050
2023-04-25,517810
2023-04-23,517759
2023-04-19,516069
2023-04-18,517080
2023-04-17,517570
2023-04-16,514550
2023-04-15,512590
2023-04-12,510019
2023-04-11,510540
2023-04-10,508880
2023-04-09,504600
2023-04-08,503080
2023-04-06,510483
2023-04-05,507990
2023-04-04,511080
2023-04-03,511080
2023-03-29,546655
2023-03-28,511750
2023-03-27,511900
2023-03-26,510920
2023-03-25,507910
2023-03-18,481014
2023-03-15,467919
