2022-07-20,51000000
2022-07-19,51500000
2022-07-17,52200000
2022-07-16,52200000
2022-07-14,52500000
2022-07-13,52500000
2022-07-12,52430000
2022-07-11,52500000
2022-07-09,52240000
2022-07-07,52200000
2022-07-06,52200000
2022-07-05,52500000
2022-07-04,52500000
2022-07-03,52580000
2022-07-02,53500000
2022-06-30,54000000
2022-06-29,54000000
2022-06-28,49800000
2022-06-27,49500000
2022-06-26,50000000
2022-06-25,52500000
2022-06-23,54860000
2022-06-22,54860000
2022-06-21,55000000
2022-06-20,54500000
2022-06-19,54800000
2022-06-18,55000000
2022-06-16,56500000
2022-06-15,56500000
2022-06-14,57200000
2022-06-13,58800000
2022-06-12,60500000
2022-06-11,63000000
2022-06-09,55230000
2022-06-08,55230000
2022-06-07,55200000
2022-06-06,55000000
2022-06-02,56000000
2022-06-01,56000000
2022-05-31,55500000
2022-05-30,54500000
2022-05-29,53500000
2022-05-28,51720000
2022-05-25,50581000
2022-05-24,49820000
2022-05-23,50020000
2022-05-22,49450000
2022-05-21,49520000
2022-05-18,48520000
2022-05-17,48520000
2022-05-16,48720000
2022-05-15,49020000
2022-05-14,48520000
2022-05-12,49020000
2022-05-11,46220000
2022-05-09,46217000
2022-05-08,44020000
2022-05-07,43520000
2022-05-04,43087000
2022-05-02,43020000
