2023-05-29,108140000
2023-05-28,109500000
2023-05-27,108160000
2023-05-25,109440000
2023-05-24,109440000
2023-05-23,109880000
2023-05-22,111090000
2023-05-21,111660000
2023-05-20,111090000
2023-05-18,108280000
2023-05-17,108280000
2023-05-14,111872000
2023-05-13,109320000
2023-05-11,114510000
2023-05-10,114510000
2023-05-09,114910000
2023-05-08,114420000
2023-05-07,115180000
2023-05-06,114110000
2023-05-04,118470000
2023-05-03,118470000
2023-05-02,118070000
2023-05-01,117910000
2023-04-30,119000000
2023-04-29,118910000
2023-04-27,115150000
2023-04-26,115150000
2023-04-25,111420000
2023-04-23,111424000
2023-04-19,112038000
2023-04-18,112220000
2023-04-17,110650000
2023-04-16,112010000
2023-04-15,110440000
2023-04-12,109397000
2023-04-10,110650000
2023-04-09,107850000
2023-04-08,107740000
2023-04-06,110398000
2023-04-05,110460000
2023-04-04,112410000
2023-04-03,111890000
2023-03-29,113978000
2023-03-28,112082000
2023-03-27,112201000
2023-03-26,111857000
2023-03-25,113256000
2023-03-24,113210000
